Call Id,Agent,Date,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgCallDuration(s),MonthName,Time
ID2347,Martha,10-Feb-21,Technical Support,Y,Y,73,,5,371,2,
ID2457,Becky,12-Feb-21,Technical Support,Y,Y,99,,5,415,2,
ID2476,Dan,12-Feb-21,Technical Support,Y,Y,42,,5,408,2,
ID2485,Stewart,13-Feb-21,Technical Support,Y,Y,57,,5,144,2,
ID2589,Jim,14-Feb-21,Technical Support,Y,Y,76,,5,284,2,
ID2630,Jim,15-Feb-21,Technical Support,Y,Y,14,,5,73,2,
ID2648,Stewart,15-Feb-21,Technical Support,Y,Y,99,,5,220,2,
ID2683,Dan,16-Feb-21,Technical Support,Y,Y,37,,5,336,2,
ID2701,Dan,16-Feb-21,Technical Support,Y,Y,17,,5,42,2,
ID2715,Diane,17-Feb-21,Technical Support,Y,Y,94,,5,370,2,
ID2716,Martha,17-Feb-21,Technical Support,Y,Y,10,,5,135,2,
ID2800,Becky,18-Feb-21,Technical Support,Y,Y,102,,5,144,2,
ID2823,Martha,18-Feb-21,Technical Support,Y,Y,68,,5,182,2,
ID2952,Joe,21-Feb-21,Technical Support,Y,Y,102,,5,230,2,
ID2962,Becky,21-Feb-21,Technical Support,Y,Y,99,,5,155,2,
ID2984,Dan,21-Feb-21,Technical Support,Y,Y,30,,5,106,2,
ID3003,Diane,22-Feb-21,Technical Support,Y,Y,21,,5,328,2,
ID3031,Joe,22-Feb-21,Technical Support,Y,Y,58,,5,173,2,
ID3125,Martha,24-Feb-21,Technical Support,Y,Y,27,,5,116,2,
ID3165,Dan,25-Feb-21,Technical Support,Y,Y,102,,5,132,2,
ID3206,Martha,25-Feb-21,Technical Support,Y,Y,36,,5,249,2,
ID3207,Dan,25-Feb-21,Technical Support,Y,Y,63,,5,339,2,
ID3218,Martha,26-Feb-21,Technical Support,Y,Y,68,,5,384,2,
ID3272,Stewart,26-Feb-21,Technical Support,Y,Y,79,,5,237,2,
ID3304,Dan,27-Feb-21,Technical Support,Y,Y,115,,5,378,2,
ID3319,Stewart,27-Feb-21,Technical Support,Y,Y,89,,5,225,2,
ID3335,Martha,28-Feb-21,Technical Support,Y,Y,63,,5,210,2,
ID3360,Dan,28-Feb-21,Technical Support,Y,Y,65,,5,135,2,
ID3465,Stewart,2-Mar-21,Technical Support,Y,Y,82,,5,342,3,
ID3492,Joe,2-Mar-21,Technical Support,Y,Y,105,,5,331,3,
ID3525,Stewart,3-Mar-21,Technical Support,Y,Y,85,,5,337,3,
ID3545,Jim,3-Mar-21,Technical Support,Y,Y,31,,5,270,3,
ID3550,Diane,3-Mar-21,Technical Support,Y,Y,90,,5,215,3,
ID3592,Becky,4-Mar-21,Technical Support,Y,Y,106,,5,280,3,
ID3744,Dan,6-Mar-21,Technical Support,Y,Y,76,,5,72,3,
ID3753,Stewart,7-Mar-21,Technical Support,Y,Y,65,,5,267,3,
ID3803,Diane,8-Mar-21,Technical Support,Y,Y,26,,5,99,3,
ID3838,Becky,8-Mar-21,Technical Support,Y,Y,18,,5,179,3,
ID3887,Stewart,9-Mar-21,Technical Support,Y,Y,15,,5,283,3,
ID3895,Stewart,9-Mar-21,Technical Support,Y,Y,74,,5,47,3,
ID3903,Dan,10-Mar-21,Technical Support,Y,Y,75,,5,169,3,
ID3905,Dan,10-Mar-21,Technical Support,Y,Y,114,,5,273,3,
ID3912,Stewart,10-Mar-21,Technical Support,Y,Y,74,,5,397,3,
ID3950,Diane,11-Mar-21,Technical Support,Y,Y,58,,5,136,3,
ID4017,Diane,11-Mar-21,Technical Support,Y,Y,70,,5,301,3,
ID4022,Diane,11-Mar-21,Technical Support,Y,Y,18,,5,344,3,
ID4032,Diane,12-Mar-21,Technical Support,Y,Y,37,,5,269,3,
ID4083,Greg,13-Mar-21,Technical Support,Y,Y,84,,5,93,3,
ID4093,Martha,13-Mar-21,Technical Support,Y,Y,125,,5,343,3,
ID4147,Jim,14-Mar-21,Technical Support,Y,Y,33,,5,190,3,
ID4201,Diane,15-Mar-21,Technical Support,Y,Y,55,,5,145,3,
ID4207,Greg,15-Mar-21,Technical Support,Y,Y,12,,5,405,3,
ID4247,Stewart,16-Mar-21,Technical Support,Y,Y,106,,5,331,3,
ID4250,Stewart,16-Mar-21,Technical Support,Y,Y,45,,5,389,3,
ID4283,Jim,17-Mar-21,Technical Support,Y,Y,26,,5,79,3,
ID4347,Stewart,18-Mar-21,Technical Support,Y,Y,98,,5,110,3,
ID4357,Becky,18-Mar-21,Technical Support,Y,Y,65,,5,222,3,
ID4382,Becky,19-Mar-21,Technical Support,Y,Y,39,,5,310,3,
ID4386,Martha,19-Mar-21,Technical Support,Y,Y,42,,5,276,3,
ID4422,Martha,20-Mar-21,Technical Support,Y,Y,35,,5,67,3,
ID4423,Jim,20-Mar-21,Technical Support,Y,Y,80,,5,187,3,
ID4424,Dan,20-Mar-21,Technical Support,Y,Y,16,,5,175,3,
ID4430,Martha,20-Mar-21,Technical Support,Y,Y,32,,5,36,3,
ID4433,Martha,20-Mar-21,Technical Support,Y,Y,112,,5,191,3,
ID4443,Becky,20-Mar-21,Technical Support,Y,Y,24,,5,110,3,
ID4466,Diane,20-Mar-21,Technical Support,Y,Y,18,,5,343,3,
ID4596,Dan,23-Mar-21,Technical Support,Y,Y,27,,5,42,3,
ID4648,Becky,24-Mar-21,Technical Support,Y,Y,26,,5,231,3,
ID4665,Dan,24-Mar-21,Technical Support,Y,Y,11,,5,383,3,
ID4667,Becky,24-Mar-21,Technical Support,Y,Y,15,,5,116,3,
ID4686,Martha,24-Mar-21,Technical Support,Y,Y,21,,5,287,3,
ID4696,Joe,25-Mar-21,Technical Support,Y,Y,96,,5,260,3,
ID4752,Martha,26-Mar-21,Technical Support,Y,Y,42,,5,55,3,
ID4769,Martha,26-Mar-21,Technical Support,Y,Y,74,,5,153,3,
ID4890,Martha,29-Mar-21,Technical Support,Y,Y,61,,5,162,3,
ID4921,Joe,29-Mar-21,Technical Support,Y,Y,31,,5,347,3,
ID4935,Becky,29-Mar-21,Technical Support,Y,Y,96,,5,318,3,
ID4941,Dan,29-Mar-21,Technical Support,Y,Y,63,,5,196,3,
ID4970,Dan,30-Mar-21,Technical Support,Y,Y,41,,5,126,3,
ID4975,Dan,31-Mar-21,Technical Support,Y,Y,102,,5,146,3,
ID0066,Diane,2-Jan-21,Technical Support,Y,N,90,,4,83,1,
ID0088,Martha,2-Jan-21,Admin Support,Y,N,45,,4,86,1,
ID0153,Martha,3-Jan-21,Payment related,Y,N,52,,4,419,1,
ID0171,Martha,3-Jan-21,Streaming,Y,N,25,,4,332,1,
ID0187,Becky,4-Jan-21,Streaming,Y,N,50,,4,229,1,
ID0274,Martha,5-Jan-21,Admin Support,Y,N,51,,4,282,1,
ID0327,Greg,6-Jan-21,Payment related,Y,N,97,,4,118,1,
ID0415,Dan,8-Jan-21,Contract related,Y,N,59,,4,77,1,
ID0416,Diane,8-Jan-21,Technical Support,Y,N,112,,4,214,1,
ID0426,Diane,8-Jan-21,Contract related,Y,N,87,,4,378,1,
ID0438,Stewart,8-Jan-21,Admin Support,Y,N,41,,4,190,1,
ID0482,Becky,9-Jan-21,Admin Support,Y,N,10,,4,54,1,
ID0524,Martha,10-Jan-21,Streaming,Y,N,47,,4,87,1,
ID0604,Becky,11-Jan-21,Technical Support,Y,N,75,,4,213,1,
ID0628,Becky,11-Jan-21,Payment related,Y,N,62,,4,239,1,
ID0695,Jim,12-Jan-21,Contract related,Y,N,100,,4,57,1,
ID0819,Greg,15-Jan-21,Admin Support,Y,N,20,,4,337,1,
ID0827,Becky,15-Jan-21,Admin Support,Y,N,82,,4,160,1,
ID0841,Diane,15-Jan-21,Technical Support,Y,N,60,,4,208,1,
ID0876,Diane,16-Jan-21,Contract related,Y,N,107,,4,216,1,
ID0896,Martha,16-Jan-21,Streaming,Y,N,97,,4,96,1,
ID0900,Joe,16-Jan-21,Payment related,Y,N,64,,4,68,1,
ID1002,Dan,18-Jan-21,Payment related,Y,N,94,,4,282,1,
ID1006,Dan,18-Jan-21,Contract related,Y,N,65,,4,364,1,
ID1014,Joe,18-Jan-21,Contract related,Y,N,24,,4,226,1,
ID1034,Joe,19-Jan-21,Contract related,Y,N,10,,4,283,1,
ID1046,Joe,19-Jan-21,Contract related,Y,N,106,,4,232,1,
ID1059,Dan,19-Jan-21,Streaming,Y,N,45,,4,224,1,
ID1085,Jim,19-Jan-21,Contract related,Y,N,105,,4,110,1,
ID1192,Diane,22-Jan-21,Contract related,Y,N,55,,4,280,1,
ID1205,Stewart,22-Jan-21,Streaming,Y,N,94,,4,238,1,
ID1238,Joe,23-Jan-21,Technical Support,Y,N,120,,4,54,1,
ID1244,Becky,23-Jan-21,Payment related,Y,N,63,,4,300,1,
ID1264,Diane,23-Jan-21,Contract related,Y,N,62,,4,213,1,
ID1271,Becky,23-Jan-21,Payment related,Y,N,56,,4,118,1,
ID1301,Stewart,24-Jan-21,Contract related,Y,N,28,,4,52,1,
ID1361,Martha,25-Jan-21,Payment related,Y,N,105,,4,185,1,
ID1407,Jim,26-Jan-21,Admin Support,Y,N,41,,4,206,1,
ID1502,Becky,27-Jan-21,Contract related,Y,N,10,,4,222,1,
ID1527,Greg,28-Jan-21,Technical Support,Y,N,120,,4,87,1,
ID1566,Joe,28-Jan-21,Streaming,Y,N,80,,4,300,1,
ID1596,Stewart,29-Jan-21,Payment related,Y,N,42,,4,217,1,
ID1609,Diane,29-Jan-21,Streaming,Y,N,83,,4,34,1,
ID1630,Diane,29-Jan-21,Streaming,Y,N,43,,4,128,1,
ID1670,Dan,30-Jan-21,Technical Support,Y,N,45,,4,410,1,
ID1671,Joe,30-Jan-21,Technical Support,Y,N,19,,4,136,1,
ID1689,Stewart,30-Jan-21,Admin Support,Y,N,65,,4,221,1,
ID1710,Becky,30-Jan-21,Contract related,Y,N,33,,4,236,1,
ID1778,Becky,1-Feb-21,Payment related,Y,N,125,,4,406,2,
ID1837,Dan,1-Feb-21,Payment related,Y,N,22,,4,109,2,
ID1853,Joe,2-Feb-21,Contract related,Y,N,105,,4,308,2,
ID1862,Stewart,2-Feb-21,Payment related,Y,N,35,,4,195,2,
ID1903,Becky,3-Feb-21,Admin Support,Y,N,107,,4,77,2,
ID1935,Martha,3-Feb-21,Technical Support,Y,N,121,,4,84,2,
ID2075,Greg,5-Feb-21,Technical Support,Y,N,116,,4,316,2,
ID2141,Greg,6-Feb-21,Technical Support,Y,N,57,,4,372,2,
ID2161,Joe,7-Feb-21,Streaming,Y,N,97,,4,196,2,
ID2224,Becky,8-Feb-21,Streaming,Y,N,71,,4,99,2,
ID2300,Joe,9-Feb-21,Technical Support,Y,N,91,,4,223,2,
ID2307,Jim,10-Feb-21,Payment related,Y,N,16,,4,113,2,
ID2311,Jim,10-Feb-21,Admin Support,Y,N,46,,4,354,2,
ID2371,Martha,11-Feb-21,Admin Support,Y,N,115,,4,182,2,
ID2523,Stewart,13-Feb-21,Contract related,Y,N,70,,4,52,2,
ID2530,Stewart,13-Feb-21,Payment related,Y,N,124,,4,341,2,
ID2540,Greg,14-Feb-21,Streaming,Y,N,117,,4,165,2,
ID2607,Becky,15-Feb-21,Technical Support,Y,N,11,,4,307,2,
ID2751,Dan,17-Feb-21,Streaming,Y,N,49,,4,81,2,
ID2758,Greg,17-Feb-21,Contract related,Y,N,50,,4,402,2,
ID2769,Stewart,17-Feb-21,Payment related,Y,N,69,,4,39,2,
ID2774,Martha,17-Feb-21,Admin Support,Y,N,48,,4,214,2,
ID2822,Diane,18-Feb-21,Technical Support,Y,N,58,,4,165,2,
ID2867,Stewart,19-Feb-21,Streaming,Y,N,104,,4,389,2,
ID2901,Dan,20-Feb-21,Contract related,Y,N,115,,4,335,2,
ID2935,Stewart,20-Feb-21,Payment related,Y,N,27,,4,384,2,
ID3065,Jim,23-Feb-21,Admin Support,Y,N,39,,4,393,2,
ID3090,Joe,23-Feb-21,Technical Support,Y,N,40,,4,352,2,
ID3147,Stewart,24-Feb-21,Admin Support,Y,N,12,,4,343,2,
ID3169,Jim,25-Feb-21,Payment related,Y,N,50,,4,253,2,
ID3182,Stewart,25-Feb-21,Admin Support,Y,N,98,,4,311,2,
ID3219,Jim,26-Feb-21,Payment related,Y,N,104,,4,81,2,
ID3238,Becky,26-Feb-21,Payment related,Y,N,16,,4,220,2,
ID3241,Stewart,26-Feb-21,Payment related,Y,N,35,,4,207,2,
ID3242,Martha,26-Feb-21,Contract related,Y,N,93,,4,152,2,
ID3254,Diane,26-Feb-21,Contract related,Y,N,87,,4,76,2,
ID3275,Martha,27-Feb-21,Contract related,Y,N,44,,4,316,2,
ID3347,Becky,28-Feb-21,Contract related,Y,N,116,,4,361,2,
ID3397,Joe,1-Mar-21,Streaming,Y,N,120,,4,151,3,
ID3585,Diane,4-Mar-21,Technical Support,Y,N,101,,4,145,3,
ID3615,Joe,4-Mar-21,Streaming,Y,N,69,,4,133,3,
ID3618,Diane,4-Mar-21,Contract related,Y,N,11,,4,309,3,
ID3646,Diane,5-Mar-21,Payment related,Y,N,117,,4,131,3,
ID3847,Diane,8-Mar-21,Streaming,Y,N,123,,4,123,3,
ID3874,Becky,9-Mar-21,Streaming,Y,N,41,,4,381,3,
ID3900,Stewart,9-Mar-21,Contract related,Y,N,32,,4,259,3,
ID3989,Joe,11-Mar-21,Payment related,Y,N,106,,4,91,3,
ID4056,Martha,12-Mar-21,Payment related,Y,N,16,,4,213,3,
ID4095,Jim,13-Mar-21,Technical Support,Y,N,88,,4,107,3,
ID4136,Jim,14-Mar-21,Technical Support,Y,N,19,,4,257,3,
ID4164,Dan,14-Mar-21,Streaming,Y,N,48,,4,256,3,
ID4176,Dan,15-Mar-21,Streaming,Y,N,94,,4,211,3,
ID4277,Dan,16-Mar-21,Payment related,Y,N,105,,4,332,3,
ID4281,Stewart,17-Mar-21,Payment related,Y,N,50,,4,172,3,
ID4328,Stewart,17-Mar-21,Technical Support,Y,N,120,,4,334,3,
ID4331,Martha,18-Mar-21,Payment related,Y,N,59,,4,167,3,
ID4356,Joe,18-Mar-21,Technical Support,Y,N,34,,4,187,3,
ID4399,Joe,19-Mar-21,Technical Support,Y,N,123,,4,46,3,
ID4413,Greg,19-Mar-21,Admin Support,Y,N,55,,4,211,3,
ID4446,Stewart,20-Mar-21,Contract related,Y,N,27,,4,151,3,
ID4475,Diane,20-Mar-21,Streaming,Y,N,17,,4,49,3,
ID4524,Diane,21-Mar-21,Payment related,Y,N,86,,4,374,3,
ID4525,Diane,21-Mar-21,Contract related,Y,N,60,,4,198,3,
ID4580,Stewart,22-Mar-21,Admin Support,Y,N,58,,4,217,3,
ID4583,Stewart,22-Mar-21,Admin Support,Y,N,35,,4,225,3,
ID4655,Becky,24-Mar-21,Streaming,Y,N,72,,4,339,3,
ID4704,Jim,25-Mar-21,Contract related,Y,N,73,,4,410,3,
ID4721,Greg,25-Mar-21,Technical Support,Y,N,61,,4,353,3,
ID4741,Dan,26-Mar-21,Payment related,Y,N,78,,4,140,3,
ID4758,Stewart,26-Mar-21,Technical Support,Y,N,22,,4,106,3,
ID4767,Becky,26-Mar-21,Technical Support,Y,N,17,,4,122,3,
ID4787,Diane,26-Mar-21,Payment related,Y,N,125,,4,170,3,
ID4837,Stewart,27-Mar-21,Technical Support,Y,N,67,,4,411,3,
ID4838,Diane,27-Mar-21,Streaming,Y,N,22,,4,368,3,
ID4849,Martha,27-Mar-21,Technical Support,Y,N,35,,4,210,3,
ID4958,Becky,30-Mar-21,Payment related,Y,N,116,,4,185,3,
ID4963,Greg,30-Mar-21,Admin Support,Y,N,22,,4,285,3,
ID4987,Stewart,31-Mar-21,Payment related,Y,N,10,,4,146,3,
ID0009,Greg,1-Jan-21,Admin Support,Y,Y,15,,4,398,1,
ID0015,Becky,1-Jan-21,Admin Support,Y,Y,48,,4,227,1,
ID0081,Diane,2-Jan-21,Admin Support,Y,Y,118,,4,126,1,
ID0127,Martha,3-Jan-21,Admin Support,Y,Y,35,,4,166,1,
ID0128,Becky,3-Jan-21,Admin Support,Y,Y,102,,4,326,1,
ID0247,Becky,5-Jan-21,Admin Support,Y,Y,81,,4,74,1,
ID0250,Martha,5-Jan-21,Admin Support,Y,Y,116,,4,42,1,
ID0296,Stewart,6-Jan-21,Admin Support,Y,Y,125,,4,287,1,
ID0355,Joe,7-Jan-21,Admin Support,Y,Y,76,,4,307,1,
ID0370,Martha,7-Jan-21,Admin Support,Y,Y,33,,4,266,1,
ID0467,Stewart,9-Jan-21,Admin Support,Y,Y,81,,4,127,1,
ID0478,Dan,9-Jan-21,Admin Support,Y,Y,80,,4,131,1,
ID0522,Diane,10-Jan-21,Admin Support,Y,Y,102,,4,158,1,
ID0533,Diane,10-Jan-21,Admin Support,Y,Y,34,,4,232,1,
ID0554,Martha,10-Jan-21,Admin Support,Y,Y,87,,4,258,1,
ID0675,Dan,12-Jan-21,Admin Support,Y,Y,30,,4,166,1,
ID0693,Greg,12-Jan-21,Admin Support,Y,Y,79,,4,48,1,
ID0714,Joe,12-Jan-21,Admin Support,Y,Y,30,,4,235,1,
ID0715,Jim,12-Jan-21,Admin Support,Y,Y,79,,4,261,1,
ID0744,Dan,13-Jan-21,Admin Support,Y,Y,58,,4,392,1,
ID0752,Martha,13-Jan-21,Admin Support,Y,Y,90,,4,392,1,
ID0782,Diane,14-Jan-21,Admin Support,Y,Y,12,,4,379,1,
ID0791,Dan,14-Jan-21,Admin Support,Y,Y,109,,4,38,1,
ID0824,Martha,15-Jan-21,Admin Support,Y,Y,83,,4,413,1,
ID0826,Stewart,15-Jan-21,Admin Support,Y,Y,21,,4,206,1,
ID0830,Martha,15-Jan-21,Admin Support,Y,Y,70,,4,313,1,
ID0866,Martha,16-Jan-21,Admin Support,Y,Y,85,,4,321,1,
ID0962,Diane,17-Jan-21,Admin Support,Y,Y,97,,4,406,1,
ID0969,Joe,18-Jan-21,Admin Support,Y,Y,53,,4,366,1,
ID0986,Diane,18-Jan-21,Admin Support,Y,Y,39,,4,411,1,
ID1000,Becky,18-Jan-21,Admin Support,Y,Y,31,,4,150,1,
ID1005,Martha,18-Jan-21,Admin Support,Y,Y,87,,4,280,1,
ID1087,Joe,19-Jan-21,Admin Support,Y,Y,115,,4,407,1,
ID1094,Stewart,20-Jan-21,Admin Support,Y,Y,99,,4,279,1,
ID1116,Jim,20-Jan-21,Admin Support,Y,Y,122,,4,133,1,
ID1138,Diane,21-Jan-21,Admin Support,Y,Y,82,,4,293,1,
ID1152,Martha,21-Jan-21,Admin Support,Y,Y,107,,4,50,1,
ID1180,Stewart,21-Jan-21,Admin Support,Y,Y,21,,4,130,1,
ID1210,Jim,22-Jan-21,Admin Support,Y,Y,15,,4,295,1,
ID1327,Stewart,24-Jan-21,Admin Support,Y,Y,53,,4,361,1,
ID1337,Diane,24-Jan-21,Admin Support,Y,Y,22,,4,106,1,
ID1365,Martha,25-Jan-21,Admin Support,Y,Y,93,,4,191,1,
ID1490,Martha,27-Jan-21,Admin Support,Y,Y,49,,4,84,1,
ID1504,Martha,27-Jan-21,Admin Support,Y,Y,96,,4,389,1,
ID1508,Joe,27-Jan-21,Admin Support,Y,Y,16,,4,321,1,
ID1540,Becky,28-Jan-21,Admin Support,Y,Y,124,,4,98,1,
ID1556,Jim,28-Jan-21,Admin Support,Y,Y,46,,4,177,1,
ID1575,Greg,29-Jan-21,Admin Support,Y,Y,55,,4,188,1,
ID1583,Greg,29-Jan-21,Admin Support,Y,Y,43,,4,125,1,
ID1603,Diane,29-Jan-21,Admin Support,Y,Y,23,,4,80,1,
ID1629,Greg,29-Jan-21,Admin Support,Y,Y,28,,4,39,1,
ID1632,Stewart,29-Jan-21,Admin Support,Y,Y,53,,4,104,1,
ID1659,Martha,30-Jan-21,Admin Support,Y,Y,13,,4,123,1,
ID1803,Jim,1-Feb-21,Admin Support,Y,Y,99,,4,90,2,
ID1816,Greg,1-Feb-21,Admin Support,Y,Y,84,,4,387,2,
ID1831,Dan,1-Feb-21,Admin Support,Y,Y,120,,4,142,2,
ID1867,Joe,2-Feb-21,Admin Support,Y,Y,81,,4,357,2,
ID1871,Greg,2-Feb-21,Admin Support,Y,Y,89,,4,313,2,
ID1872,Dan,2-Feb-21,Admin Support,Y,Y,115,,4,193,2,
ID1883,Greg,3-Feb-21,Admin Support,Y,Y,61,,4,203,2,
ID1892,Jim,3-Feb-21,Admin Support,Y,Y,46,,4,224,2,
ID1900,Martha,3-Feb-21,Admin Support,Y,Y,41,,4,414,2,
ID1938,Jim,3-Feb-21,Admin Support,Y,Y,10,,4,302,2,
ID1947,Stewart,3-Feb-21,Admin Support,Y,Y,14,,4,336,2,
ID1971,Becky,4-Feb-21,Admin Support,Y,Y,11,,4,133,2,
ID1982,Becky,4-Feb-21,Admin Support,Y,Y,17,,4,345,2,
ID2005,Becky,4-Feb-21,Admin Support,Y,Y,47,,4,188,2,
ID2022,Joe,4-Feb-21,Admin Support,Y,Y,53,,4,381,2,
ID2047,Martha,5-Feb-21,Admin Support,Y,Y,84,,4,99,2,
ID2062,Martha,5-Feb-21,Admin Support,Y,Y,22,,4,281,2,
ID2081,Jim,5-Feb-21,Admin Support,Y,Y,96,,4,299,2,
ID2099,Jim,6-Feb-21,Admin Support,Y,Y,118,,4,110,2,
ID2106,Becky,6-Feb-21,Admin Support,Y,Y,116,,4,82,2,
ID2117,Becky,6-Feb-21,Admin Support,Y,Y,82,,4,123,2,
ID2122,Martha,6-Feb-21,Admin Support,Y,Y,108,,4,229,2,
ID2143,Diane,6-Feb-21,Admin Support,Y,Y,120,,4,313,2,
ID2155,Jim,7-Feb-21,Admin Support,Y,Y,16,,4,322,2,
ID2191,Stewart,7-Feb-21,Admin Support,Y,Y,107,,4,342,2,
ID2202,Greg,7-Feb-21,Admin Support,Y,Y,81,,4,254,2,
ID2207,Becky,8-Feb-21,Admin Support,Y,Y,116,,4,245,2,
ID2255,Dan,9-Feb-21,Admin Support,Y,Y,62,,4,412,2,
ID2264,Dan,9-Feb-21,Admin Support,Y,Y,44,,4,326,2,
ID2272,Dan,9-Feb-21,Admin Support,Y,Y,103,,4,206,2,
ID2273,Diane,9-Feb-21,Admin Support,Y,Y,30,,4,71,2,
ID2294,Stewart,9-Feb-21,Admin Support,Y,Y,29,,4,64,2,
ID2320,Diane,10-Feb-21,Admin Support,Y,Y,92,,4,168,2,
ID2355,Diane,10-Feb-21,Admin Support,Y,Y,47,,4,47,2,
ID2363,Dan,10-Feb-21,Admin Support,Y,Y,118,,4,340,2,
ID2388,Becky,11-Feb-21,Admin Support,Y,Y,66,,4,191,2,
ID2402,Greg,11-Feb-21,Admin Support,Y,Y,82,,4,201,2,
ID2432,Greg,11-Feb-21,Admin Support,Y,Y,121,,4,292,2,
ID2454,Dan,12-Feb-21,Admin Support,Y,Y,31,,4,32,2,
ID2499,Diane,13-Feb-21,Admin Support,Y,Y,90,,4,68,2,
ID2519,Stewart,13-Feb-21,Admin Support,Y,Y,45,,4,413,2,
ID2618,Becky,15-Feb-21,Admin Support,Y,Y,59,,4,125,2,
ID2621,Dan,15-Feb-21,Admin Support,Y,Y,94,,4,320,2,
ID2682,Jim,16-Feb-21,Admin Support,Y,Y,118,,4,293,2,
ID2684,Becky,16-Feb-21,Admin Support,Y,Y,124,,4,244,2,
ID2718,Joe,17-Feb-21,Admin Support,Y,Y,32,,4,101,2,
ID2730,Becky,17-Feb-21,Admin Support,Y,Y,49,,4,64,2,
ID2732,Greg,17-Feb-21,Admin Support,Y,Y,85,,4,336,2,
ID2752,Becky,17-Feb-21,Admin Support,Y,Y,110,,4,366,2,
ID2764,Martha,17-Feb-21,Admin Support,Y,Y,97,,4,354,2,
ID2779,Greg,18-Feb-21,Admin Support,Y,Y,74,,4,412,2,
ID2783,Greg,18-Feb-21,Admin Support,Y,Y,46,,4,396,2,
ID2798,Diane,18-Feb-21,Admin Support,Y,Y,104,,4,404,2,
ID2808,Stewart,18-Feb-21,Admin Support,Y,Y,119,,4,46,2,
ID2827,Jim,19-Feb-21,Admin Support,Y,Y,78,,4,406,2,
ID2852,Joe,19-Feb-21,Admin Support,Y,Y,108,,4,287,2,
ID2891,Martha,20-Feb-21,Admin Support,Y,Y,27,,4,99,2,
ID2920,Dan,20-Feb-21,Admin Support,Y,Y,33,,4,102,2,
ID2947,Jim,21-Feb-21,Admin Support,Y,Y,29,,4,90,2,
ID2979,Greg,21-Feb-21,Admin Support,Y,Y,94,,4,283,2,
ID2998,Joe,22-Feb-21,Admin Support,Y,Y,62,,4,313,2,
ID3009,Dan,22-Feb-21,Admin Support,Y,Y,10,,4,154,2,
ID3102,Dan,24-Feb-21,Admin Support,Y,Y,75,,4,181,2,
ID3114,Dan,24-Feb-21,Admin Support,Y,Y,104,,4,299,2,
ID3119,Joe,24-Feb-21,Admin Support,Y,Y,92,,4,102,2,
ID3171,Joe,25-Feb-21,Admin Support,Y,Y,96,,4,167,2,
ID3181,Jim,25-Feb-21,Admin Support,Y,Y,123,,4,346,2,
ID3202,Diane,25-Feb-21,Admin Support,Y,Y,11,,4,140,2,
ID3239,Diane,26-Feb-21,Admin Support,Y,Y,117,,4,389,2,
ID3267,Becky,26-Feb-21,Admin Support,Y,Y,27,,4,392,2,
ID3268,Becky,26-Feb-21,Admin Support,Y,Y,26,,4,347,2,
ID3286,Diane,27-Feb-21,Admin Support,Y,Y,41,,4,277,2,
ID3300,Diane,27-Feb-21,Admin Support,Y,Y,76,,4,197,2,
ID3302,Martha,27-Feb-21,Admin Support,Y,Y,23,,4,162,2,
ID3303,Greg,27-Feb-21,Admin Support,Y,Y,94,,4,417,2,
ID3338,Joe,28-Feb-21,Admin Support,Y,Y,53,,4,366,2,
ID3354,Joe,28-Feb-21,Admin Support,Y,Y,86,,4,51,2,
ID3356,Martha,28-Feb-21,Admin Support,Y,Y,117,,4,339,2,
ID3364,Diane,28-Feb-21,Admin Support,Y,Y,22,,4,206,2,
ID3365,Greg,28-Feb-21,Admin Support,Y,Y,45,,4,42,2,
ID3378,Greg,28-Feb-21,Admin Support,Y,Y,74,,4,380,2,
ID3392,Dan,1-Mar-21,Admin Support,Y,Y,55,,4,331,3,
ID3396,Becky,1-Mar-21,Admin Support,Y,Y,81,,4,349,3,
ID3415,Diane,1-Mar-21,Admin Support,Y,Y,40,,4,122,3,
ID3440,Becky,1-Mar-21,Admin Support,Y,Y,62,,4,63,3,
ID3444,Jim,1-Mar-21,Admin Support,Y,Y,12,,4,318,3,
ID3464,Stewart,2-Mar-21,Admin Support,Y,Y,42,,4,224,3,
ID3470,Diane,2-Mar-21,Admin Support,Y,Y,89,,4,52,3,
ID3503,Greg,2-Mar-21,Admin Support,Y,Y,54,,4,373,3,
ID3523,Greg,3-Mar-21,Admin Support,Y,Y,62,,4,170,3,
ID3539,Jim,3-Mar-21,Admin Support,Y,Y,44,,4,371,3,
ID3560,Dan,3-Mar-21,Admin Support,Y,Y,67,,4,395,3,
ID3572,Martha,4-Mar-21,Admin Support,Y,Y,75,,4,203,3,
ID3633,Becky,4-Mar-21,Admin Support,Y,Y,46,,4,272,3,
ID3634,Martha,4-Mar-21,Admin Support,Y,Y,94,,4,315,3,
ID3648,Becky,5-Mar-21,Admin Support,Y,Y,62,,4,359,3,
ID3667,Jim,5-Mar-21,Admin Support,Y,Y,34,,4,264,3,
ID3703,Martha,6-Mar-21,Admin Support,Y,Y,23,,4,305,3,
ID3713,Becky,6-Mar-21,Admin Support,Y,Y,33,,4,292,3,
ID3727,Becky,6-Mar-21,Admin Support,Y,Y,22,,4,285,3,
ID3743,Martha,6-Mar-21,Admin Support,Y,Y,22,,4,83,3,
ID3762,Jim,7-Mar-21,Admin Support,Y,Y,79,,4,127,3,
